,title,nsuid,price_us,description
4286,80's OVERDRIVE,70010000030040,9.99,"80'S OVERDRIVE is a 2D pixel art racing game, designed to take you back in time to when 8 and 16 bit consoles and arcade games ruled the world. Compete against opponents in career mode to unlock new races, buy new cars, and upgrade them with state-of-the…"
335,88 Heroes - 98 Heroes Edition,70010000001213,29.95,"It's 8:08am on 8th August 1988, and the evil Dr. H8 has brought the world to the brink of total annihilation! His demands are simple: pay $88 octillion within 88 minutes, or Dr. H8's 88 thermo-nuclear warheads will wipe out the Earth! But who will save u…"
5432,890B,70010000037503,4.99,"In the near future, severe pollution has rendered Earth uninhabitable, and now it falls to you to discover a solution. Take the role of Noah, a scientist tasked with locating a new planet with similar specifications to our own. Explore a research lab, fi…"
7152,8Doors: Arum's Afterlife Adventure,70010000047875,19.99,"8Doors is a story-driven Metroidvania-style action platformer heavily influenced by Korean folktales. Play as ‘Arum’, a brave girl that has entered the realm of the afterlife in search of her father’s soul and guide her through the '8 Doors of Purgatory'…"
12627,8th MILLENNIUM: WAR AGAINST THE PAGAN GODS,70010000081183,29.99,
8687,9 Clues 2: The Ward,70010000056797,14.99,"""The Ward"" is the second installment in the 9 Clues series, in which a young detective and her partner respond to a distress call from a psychiatric hospital on a secluded island. The island is isolated by freezing waters and constant, brutal storms. Upo…"
7945,9 Clues: The Secret of Serpent Creek,70010000051115,14.99,"9Clues: The Secret of Serpent Creek is an original hidden-object puzzle-adventure game, featuring a totally unique Detective Mode. This thrilling mystery merges elements of classical horror and gritty, 50’s-style noir.   A paranormal private investigator…"
2490,9 Monkeys of Shaolin,70010000019748,19.99,In this beat ‘em up game you‘ll play as the Chinese fisherman Wei Cheng who wants to avenge the death of his friends and family. Get your battle staff ready for a challenging adventure in Medieval China and for merciless fights with hordes of various ene…
12381,9 R.I.P.,70010000080499,49.99,
6638,9 Years of Shadows,70010000044362,19.99,
8758,9 in 1 Puzzles,70010000056158,3.99,If you are looking for casual puzzles games this collection is for you ! 9 In 1 Puzzles is a collection of nine casual puzzles games. Simple and easy to play makes this collection a must have for every casual puzzle gamer.  Features: - 9 different puzzle…
6881,9-Ball Pocket,70010000045143,5.99,"9-Ball Pocket brings you eight-ball pool, also known as American billiards. You can compete with up to 4 friends or against the AI in Versus mode, or challenge the best in the world in Arcade mode, where you can make combo shots and rack up points to bec…"
8225,90'' Soccer,70010000053797,4.99,"Choose your team and face your opponents on quick and wild matches to claim victory. - Play against other players on local, or online play. - Arcade tournament for a quick play. - League mode for longer play sessions. - Use voice chat with friends, or te…"
756,911 Operator,70010000006784,14.99,"In 911 Operator, you take on the role of an emergency dispatcher, who has to rapidly deal with the incoming reports. Your task is not just to pick up the calls, but also to react appropriately to the situation – sometimes giving first aid instructions is…"
3739,911 Operator Deluxe Edition,70010000027016,21.99,"In 911 Operator, you take on the role of an emergency dispatcher, who has to rapidly deal with the incoming reports. Your task is not just to pick up the calls, but also to react appropriately to the situation – sometimes giving first aid instructions is…"
10302,911: Cannibal,70010000066468,3.99,
1918,99Moves,70010000015484,2.99,"99Moves, a retro arcade game where you will have to survive with just 99 Movements.  Without a heading in the galaxy, all was lost because your energy was about to run out... gravity would chart the course of your destiny... Suddenly, V-99 entered a zone…"
1961,99Seconds,70010000015282,2.99,"99Seconds, a fun, retro-style video game, where you can modify time to avoid all kinds of dangers. After finishing off Black Eye, V-99 entered a mysterious zone called Bit 8, without knowing why V-99 could modify time!. But everything became complicated …"
211,99Vidas - Definitive Edition,70010000001782,9.99,"'99Vidas' is a brawler set in a contemporary world, that pays tribute to both the classic and the new in the gaming industry. Brought to you in 16-bit pixelated glory, chock-full of references to not only gaming but also 80's and 90's pop culture. '99Vid…"
4081,9th Dawn III,70010000029074,15.99,"9th Dawn III is a huge 2D open world Role Playing Game and collectathon dungeon crawler packed full of adventure! Delve into the depths of the darkest dungeons, fighting over 270 unique monsters and searching for vast amounts of loot, treasures and rare …"
10571,A BEGINNER'S GUIDE TO EARTH SIMULATOR,70010000068894,,
6894,A Boy and His Blob,70010000045207,14.99,"When the planet of Blobolonia fell under the tyrannical rule of the evil Emperor, one brave blob managed to flee in search of help. After crash landing on Earth, the blob finds an unlikely hero in a young boy. Together they must return to Blobolonia and …"
7801,A Boy and His Blob Retro Collection,70010000051757,9.99,
9026,A Building Full of Cats,70010000058771,2.99,A Building Full of Cats is a hidden object game where you need to pet all the cats in the building. Don't leave any cats behind! Features: - 300+ cats - 5+ Floors - 50+ hidden cats - Secret cats? Who knows...  
1439,A Case of Distrust,70010000012942,14.99,"A Case of Distrust is a narrative mystery from 1924 San Francisco. Play as private investigator Phyllis Cadence Malone in this historical 2D adventure game. Explore underground speakeasies, smoke-filled billiard halls, classic barber shops, and more. Cat…"
10414,A Castle Full of Cats,70010000067310,3.99,
12454,A Cat & His Boy,70010000080031,2.99,
1955,A Ch'ti Bundle,70010000015686,15.99,"Get the two successful and award winning games Ethan: Meteor Hunter + Inside My Radio in this discounted bundle!  -------- In Ethan: Meteor Hunter you are Ethan, a rat that got touched by meteorites giving him the power of telekinesis: freezing time and …"
2273,A Dark Room,70010000017116,6.99,"A Dark Room is an innovative text-based adventure that harkens back to the magic of Zork, adding a modern spin on a classic genre and time in gaming.  It challenges the player’s perceptions, actions and imagination. Visually clean, A Dark Room presents t…"
5740,A Day Without Me,70010000038078,5.99,"A Day Without Me is a puzzle adventure game, where you have to find out where everyone is going, why is there only you in the city, why are there so many oddities in the city. Features: -Plot mysterious story -Semi open world -Lots of challenges and myst…"
203,A Duel Hand Disaster: Trackher,70010000001761,9.99,"A Duel Hand Disaster: Trackher was created in El Paso, Texas. FEATURES: No cutscenes, just action.  CAPITAL LIST LEADHERBOARDS - The primary goal is to get a high score, however the only way to keep your score is to extract with it. You cannot play till …"
2346,A Fold Apart,70010000018040,9.99,"Lightning Rod Games presents A Fold Apart: an award-winning puzzle game that explores the emotional rollercoaster of a long-distance relationship — in a world of folding paper! Featuring:  - A relatable, true-to-life story of a long-distance relationship…"
8162,A Fox and His Robot,70010000053940,59.99,"On planet Delta 7, Alpha, one of the last remaining foxes in the universe plans his escape from Bio-Prison-9. Unwittingly aided by an Artificial Intelligence, the duo breaches containment and searches to escape from the bio hazard planet. With every othe…"
12901,A Fragile Mind,70010000083027,5.99,
5183,A Frog Game,70010000035322,0.99,"In this game you just have to catch flies. Nothing more, nothing less. But be careful, you are not the only hungry frog. Eat special flies for better scores or time bonus. You also should know that not every fly is delicious!"
8683,A Frog's Job,70010000056996,4.99,"The omnipotent Frog God has promised you the gift of reincarnation. All you have to do first is to save the lost souls of 40 frogs, which is no easy task. You’ve been gifted with the ability to suspend and resume time at your will. Jump over moving platf…"
3865,A Glider's Journey,70010000028009,9.9,"A Glider's journey is a game about exploring a relaxing, colorful low poly world; while still challenging your piloting skills till the very end of each level. The very simple controls (one joystick, no throttle no rudder) makes it very easy to pickup, b…"
13122,A Good Gardener,70010000086812,2.99,
4828,A Good Snowman is Hard to Build,70010000034953,14.99,"Even monsters need a friend! Continue exploring the world of A Monster’s Expedition as you roll yourself up a fresh set of pals in a series of cheery and accessible puzzles. In this wintery garden, snow and space are both limited - it’ll take a sharp min…"
6128,A Guidebook of Babel,70010000041166,15.99,A Guidebook of Babel 
1436,A Gummy's Life,70010000012971,19.99,"Warning! The gummies have come to life… and they have gone fruit loopy!  The gummies have invaded the city, they’re everywhere: in the football stadium, the park, the fortress, the fairground, even in the beehive?! It’s impossible to keep your eyes off t…"
4227,A HERO AND A GARDEN,70010000030588,4.99,"Once upon a time, there was a princess trapped in a tower by an evil witch. Would anyone attempt to rescue her? A brave hero attempted to save her, but things didn’t exactly work out for him! In a twist of fate, our young hero is now forced to repay all …"
